seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price,default
0,other,48,45,married,no,freelance,75,120.0,0.0,0,900,964.0,1
25,owner,60,53,married,no,fixed,60,107.0,4000.0,0,800,932.0,0
2,other,60,22,single,no,fixed,35,83.0,0.0,0,1400,1430.0,1
0,other,36,50,married,no,partime,60,162.0,18000.0,0,1000,1615.0,0
0,owner,48,52,married,yes,others,90,245.0,3850.0,1,1520,1670.0,1
12,other,60,47,married,no,fixed,60,243.0,8500.0,0,1800,1890.0,0
4,rent,60,27,single,no,fixed,43,76.0,0.0,0,650,1070.0,0
12,owner,18,35,married,no,fixed,60,280.0,6000.0,0,350,2225.0,0
0,parents,48,21,single,no,partime,35,106.0,5000.0,0,500,1131.0,0
22,owner,36,44,married,no,fixed,75,120.0,7000.0,0,650,1852.0,0
3,parents,60,32,single,no,fixed,35,122.0,0.0,0,1800,2050.0,1
1,rent,36,34,other,no,fixed,43,80.0,0.0,0,700,700.0,0
14,other,60,36,married,no,fixed,60,120.0,4000.0,1,1500,1540.0,0
10,rent,48,36,married,no,fixed,80,200.0,0.0,0,978,1338.0,0
13,rent,60,36,married,no,fixed,79,191.0,4000.0,1,1000,1209.0,0
1,rent,60,24,married,no,fixed,52,67.0,0.0,0,800,1137.0,0
3,owner,36,26,single,no,freelance,35,0.0,18000.0,1,800,1000.0,1
5,rent,12,35,married,yes,freelance,90,210.0,0.0,0,350,700.0,0
4,owner,60,42,single,no,fixed,35,110.0,2500.0,0,1090,1565.0,0
3,other,60,55,married,no,fixed,45,45.0,0.0,0,600,864.0,0
19,owner,60,49,married,no,fixed,90,150.0,3500.0,0,1100,1477.0,0
4,parents,60,38,other,no,fixed,35,100.0,0.0,0,1300,1500.0,1
9,owner,60,32,married,no,fixed,75,280.0,6000.0,1,700,994.0,0
7,owner,60,36,married,no,fixed,60,122.0,3000.0,0,750,850.0,0
26,owner,60,55,married,no,fixed,60,110.0,10000.0,0,1500,1527.0,0
2,rent,60,30,married,yes,freelance,54,90.0,2000.0,0,1500,1500.0,1
11,owner,48,29,married,no,fixed,75,76.0,15000.0,0,350,1336.0,0
4,rent,36,48,married,no,freelance,90,280.0,1000.0,0,525,600.0,0
2,owner,60,29,married,yes,fixed,60,185.0,6300.0,1,1800,2433.6000000000004,1
5,owner,60,42,married,no,fixed,75,101.0,3500.0,0,1090,1190.0,0
3,owner,24,32,married,no,fixed,60,196.0,5000.0,1,800,1606.0,0
17,owner,36,47,married,no,fixed,75,158.0,17000.0,0,1000,2159.0,0
9,parents,60,33,married,no,fixed,45,221.0,3000.0,0,1600,2344.0,0
18,owner,60,32,single,no,fixed,35,133.0,3500.0,1,1600,2200.0,0
18,owner,60,42,married,no,freelance,90,0.0,5000.0,0,1300,2147.0,0
6,owner,24,45,married,no,freelance,90,150.0,5000.0,0,350,600.0,0
12,owner,12,40,married,no,fixed,75,280.0,8000.0,0,500,1732.0,0
2,owner,36,28,married,no,partime,60,146.0,2500.0,0,700,1258.0,0
1,parents,48,29,single,no,freelance,45,280.0,9000.0,0,1800,2433.6000000000004,0
8,other,24,41,other,no,fixed,60,90.0,4000.0,0,500,1600.0,0
25,other,48,55,married,no,fixed,60,169.0,4000.0,0,1000,1459.0,0
25,owner,60,61,married,yes,freelance,45,100.0,18000.0,0,1060,1134.0,1
3,rent,18,30,married,no,freelance,54,90.0,0.0,0,350,600.0,1
2,owner,48,40,married,no,freelance,60,160.0,3000.0,1,1300,1521.0,0
3,rent,48,36,married,yes,fixed,82,222.0,0.0,0,1800,2100.0,0
18,owner,60,42,married,no,fixed,75,111.0,2500.0,0,1150,1640.0,0
1,owner,48,18,single,no,partime,45,111.0,7000.0,0,1100,1299.0,0
4,owner,36,23,married,no,fixed,75,168.0,4000.0,0,1100,1385.0,0
20,owner,60,49,married,no,freelance,90,215.0,4500.0,0,1000,1228.0,0
14,owner,60,28,married,no,freelance,75,94.0,5500.0,1,1660,2419.0,0
0,parents,36,26,single,no,fixed,35,63.0,0.0,0,600,994.0,0
8,rent,60,25,married,yes,fixed,73,280.0,0.0,0,600,1364.0,1
15,owner,48,33,married,no,fixed,75,220.0,7000.0,0,1300,2400.0,0
3,owner,60,30,married,no,fixed,45,126.0,3500.0,1,1000,1120.0,0
20,owner,36,44,married,no,fixed,60,120.0,3000.0,0,350,600.0,0
2,parents,60,25,other,no,partime,35,90.0,0.0,0,900,1111.0,1
17,owner,24,55,married,no,freelance,75,191.0,14000.0,0,1000,2420.0,0
20,rent,60,41,single,no,freelance,50,148.0,4000.0,0,835,1356.0,0
0,other,60,47,other,yes,freelance,45,0.0,0.0,0,1500,1600.0,1
2,parents,24,26,single,no,fixed,35,88.0,0.0,0,350,600.0,0
11,parents,60,27,married,no,fixed,60,150.0,2500.0,0,1100,1129.0,0
12,owner,60,34,married,no,fixed,60,115.0,4000.0,0,1650,1686.0,1
1,rent,60,31,other,yes,fixed,43,76.0,0.0,0,500,1300.0,1
2,owner,60,37,married,no,fixed,60,145.0,3500.0,1,1250,1763.0,0
17,other,60,48,married,yes,freelance,60,69.0,7000.0,0,1400,1813.0,1
13,owner,60,52,married,no,freelance,60,0.0,18000.0,0,1370,1714.0,0
3,parents,36,22,single,no,fixed,35,60.0,18000.0,0,775,1050.0,0
4,parents,48,25,single,no,fixed,35,73.0,0.0,0,700,814.0,1
38,owner,48,56,other,no,fixed,35,112.0,3000.0,0,850,960.0,0
12,owner,60,39,married,no,fixed,90,95.0,4000.0,1,1450,1686.0,1
15,parents,48,40,single,no,fixed,35,150.0,0.0,0,1000,1399.0,0
20,owner,60,51,married,no,fixed,60,250.0,2500.0,0,1250,1825.0,0
0,parents,48,27,single,yes,fixed,35,46.0,0.0,0,900,1216.0,0
2,other,60,25,married,no,fixed,45,60.0,3000.0,0,1150,1163.0,0
4,other,60,25,single,no,partime,35,92.0,0.0,0,1400,1661.0,1
7,owner,60,36,married,no,fixed,90,120.0,6000.0,1,900,1175.0,0
4,owner,12,32,married,no,fixed,45,231.0,13000.0,1,400,1198.0,0
2,rent,60,32,married,no,fixed,90,175.0,0.0,0,1650,1688.0,1
2,parents,48,23,single,no,partime,35,160.0,3500.0,1,1200,1426.0,0
1,parents,60,22,single,no,fixed,35,109.0,0.0,0,1000,1466.0,0
0,parents,48,25,married,no,fixed,60,247.0,0.0,0,1800,1900.0,1
0,other,60,34,single,no,fixed,35,140.0,3000.0,0,1550,1570.0,1
2,other,60,41,other,no,freelance,35,100.0,5000.0,0,1200,1450.0,0
8,parents,48,28,single,no,fixed,35,115.0,500.0,0,360,600.0,0
1,rent,36,37,married,no,freelance,90,0.0,0.0,0,850,998.0,0
3,rent,36,34,single,no,fixed,41,63.0,18000.0,0,625,921.0,0
0,parents,60,20,single,no,fixed,35,79.0,0.0,0,1570,1575.0,1
10,rent,48,38,married,no,freelance,78,280.0,0.0,0,700,1386.0,0
4,owner,48,49,single,yes,fixed,35,183.0,8000.0,0,1200,1531.0,0
2,parents,24,21,single,no,freelance,35,0.0,0.0,0,350,600.0,0
0,owner,36,36,married,no,others,45,25.0,3500.0,0,1300,2246.0,1
20,other,60,39,married,no,fixed,90,159.0,2000.0,0,750,790.0,0
10,rent,60,39,married,yes,freelance,90,280.0,13000.0,1,1500,2262.0,1
0,rent,60,29,married,no,partime,61,160.0,0.0,0,1000,1055.0,0
21,rent,36,42,married,no,fixed,74,135.0,450.0,0,350,1275.0,0
3,rent,60,48,other,yes,fixed,47,120.0,0.0,0,1000,1077.0,1
2,owner,36,27,other,no,fixed,35,135.0,8000.0,0,750,1296.0,0
3,owner,36,43,married,no,freelance,45,0.0,3500.0,0,600,800.0,1
1,owner,60,46,married,yes,fixed,75,209.0,11000.0,0,1800,2015.0,1
19,rent,18,39,single,no,fixed,45,100.0,0.0,0,450,997.0,0
3,rent,24,22,single,no,freelance,50,148.0,0.0,0,700,950.0,1
25,parents,60,64,married,yes,fixed,45,130.0,0.0,0,1800,2433.6000000000004,1
2,rent,60,28,single,no,fixed,45,101.0,0.0,0,1300,1333.0,0
3,parents,36,21,single,no,partime,35,49.0,0.0,0,750,850.0,0
5,rent,30,58,married,no,fixed,80,200.0,15000.0,0,520,690.0,0
6,rent,36,41,married,yes,freelance,75,0.0,0.0,0,775,875.0,1
10,rent,36,47,single,no,partime,86,114.0,3500.0,0,400,872.0,0
17,rent,24,49,married,no,freelance,80,53.0,0.0,0,600,1104.0,0
0,owner,12,22,single,no,fixed,35,132.0,3500.0,0,350,600.0,0
0,owner,60,62,married,no,others,45,42.0,4000.0,0,500,827.0,1
2,parents,36,24,single,no,fixed,35,90.0,0.0,0,1000,1150.0,1
28,owner,24,59,married,no,freelance,60,280.0,6000.0,0,1550,1760.0,0
0,rent,48,36,married,no,fixed,74,141.0,0.0,0,1150,1485.0,0
5,owner,60,36,married,no,fixed,75,141.0,4000.0,0,1300,1435.0,0
5,parents,36,45,married,yes,fixed,75,68.0,0.0,0,1800,2433.6000000000004,1
12,owner,36,41,married,no,freelance,60,120.0,10000.0,0,1000,2100.0,0
4,owner,24,30,married,yes,fixed,45,165.0,3000.0,0,350,600.0,0
6,parents,60,43,married,no,freelance,75,70.0,4000.0,0,1000,1548.0,0
0,rent,24,23,single,no,fixed,42,70.0,0.0,0,350,600.0,0
9,owner,48,41,other,no,fixed,35,60.0,8000.0,1,1200,1538.0,0
9,rent,36,31,married,yes,freelance,84,241.0,10000.0,0,1800,2433.6000000000004,0
2,rent,12,47,married,yes,fixed,90,280.0,0.0,0,350,600.0,1
2,rent,60,36,other,yes,freelance,35,0.0,0.0,0,1800,2433.6000000000004,1
2,parents,12,25,single,yes,freelance,35,74.0,18000.0,0,600,1638.0,0
18,owner,60,49,married,no,fixed,90,180.0,13500.0,0,900,994.0,0
16,owner,36,57,married,no,fixed,60,154.0,4000.0,1,700,1090.0,0
10,owner,60,26,married,no,fixed,60,63.0,5000.0,1,1400,1432.0,1
11,owner,60,37,married,no,fixed,90,280.0,7000.0,1,1200,1599.0,0
14,owner,36,45,other,no,fixed,45,190.0,12000.0,0,1800,2433.6000000000004,1
4,rent,60,24,married,no,fixed,75,147.0,0.0,0,1300,1700.0,0
1,owner,60,42,married,yes,fixed,90,198.0,3500.0,1,1000,1245.0,1
2,rent,24,23,single,yes,freelance,75,280.0,0.0,0,750,900.0,1
1,rent,60,38,married,no,partime,58,130.0,0.0,0,1450,1593.0,0
2,owner,60,36,married,yes,freelance,60,140.0,18000.0,0,1800,2433.6000000000004,1
13,parents,60,27,married,no,fixed,60,100.0,0.0,0,950,1152.0,0
5,owner,24,37,married,no,freelance,90,143.0,7000.0,0,700,900.0,0
1,rent,36,25,married,no,fixed,54,87.0,0.0,0,500,646.0,1
6,rent,60,23,married,no,fixed,62,171.0,0.0,0,1000,1209.0,0
20,owner,36,47,married,no,fixed,75,203.0,4000.0,0,1050,1258.0,0
9,owner,18,52,married,no,fixed,60,154.0,5500.0,0,500,1531.0,0
15,owner,12,55,married,no,fixed,45,130.0,7000.0,0,350,1240.0,0
0,parents,48,28,single,no,fixed,35,90.0,3500.0,0,1000,1210.0,0
5,parents,60,24,single,no,fixed,35,92.0,0.0,0,1030,1068.0,0
15,parents,36,40,married,yes,freelance,75,0.0,0.0,0,375,600.0,0
4,owner,48,36,married,no,fixed,75,210.0,4000.0,0,1800,2433.6000000000004,0
4,owner,24,26,married,no,fixed,45,115.0,4000.0,0,500,1400.0,0
5,parents,18,22,single,no,fixed,35,80.0,0.0,0,600,1132.0,0
2,parents,60,25,single,no,fixed,35,110.0,0.0,0,860,959.0,0
4,owner,24,44,married,no,freelance,75,86.0,5000.0,0,900,1100.0,0
0,owner,60,56,married,no,others,60,117.0,3000.0,0,1200,1347.0,0
1,other,42,33,married,yes,fixed,90,138.0,3500.0,1,1400,1700.0,0
7,owner,60,42,married,no,fixed,45,88.0,4000.0,0,850,1033.0,0
11,parents,12,29,married,no,fixed,60,54.0,0.0,0,600,1683.0,0
40,rent,18,62,married,no,freelance,77,166.0,10000.0,0,900,2040.0,0
10,owner,60,33,married,no,fixed,75,280.0,18000.0,0,1300,1804.0,0
3,owner,48,32,married,no,freelance,75,65.0,10500.0,1,1500,2155.0,0
24,owner,60,54,married,no,freelance,45,109.0,17000.0,0,1800,2433.6000000000004,0
6,parents,36,24,single,no,fixed,35,57.0,0.0,0,380,600.0,0
2,rent,48,36,other,no,fixed,45,99.0,0.0,0,750,1350.0,1
3,parents,48,27,married,no,fixed,45,227.0,0.0,0,1150,1575.0,0
11,owner,60,29,single,no,fixed,35,57.0,1500.0,0,700,994.0,0
1,parents,24,22,single,no,partime,35,80.0,0.0,0,350,600.0,0
5,rent,36,22,single,no,fixed,42,70.0,0.0,0,850,870.0,1
1,rent,48,39,married,no,fixed,86,105.0,0.0,0,1300,1600.0,0
1,parents,48,24,single,yes,fixed,35,65.0,0.0,0,900,1061.0,1
20,owner,48,39,married,no,freelance,75,45.0,10000.0,0,1800,2433.6000000000004,0
7,parents,48,31,single,yes,fixed,35,72.0,5500.0,0,1000,1051.0,0
3,parents,36,31,married,yes,fixed,60,80.0,0.0,0,1450,1700.0,0
25,owner,48,47,married,no,freelance,60,157.0,15000.0,0,1800,2433.6000000000004,0
12,owner,36,46,married,yes,fixed,60,117.0,3000.0,0,825,1325.0,0
4,rent,36,32,married,no,fixed,55,100.0,0.0,0,350,600.0,0
0,other,12,28,married,no,fixed,60,130.0,3000.0,1,380,1308.0,0
15,owner,12,49,married,no,freelance,75,0.0,17000.0,0,700,1420.0,0
20,owner,12,60,married,no,freelance,60,0.0,18000.0,0,700,1420.0,0
0,other,60,31,married,yes,fixed,90,0.0,0.0,0,1450,1604.0,1
12,owner,54,35,married,no,fixed,75,113.0,3000.0,1,1650,1800.0,0
10,owner,48,44,married,no,fixed,75,280.0,12000.0,0,1030,1128.0,0
0,parents,48,21,single,no,fixed,35,50.0,0.0,0,1000,1091.0,0
2,owner,48,20,single,no,freelance,35,280.0,18000.0,0,1500,1853.0,1
0,other,36,45,married,no,partime,75,87.0,1500.0,0,350,600.0,1
1,owner,60,34,married,yes,fixed,45,180.0,2500.0,1,1300,1817.0,0
1,rent,60,21,married,no,fixed,58,132.0,0.0,0,1275,1381.0,0
6,owner,36,44,married,no,fixed,75,150.0,7000.0,1,650,650.0,1
1,rent,36,34,married,no,freelance,90,189.0,15000.0,1,1500,2433.6000000000004,0
15,rent,48,40,married,yes,fixed,88,125.0,0.0,0,1100,1498.0,0
11,parents,36,29,single,no,fixed,35,64.0,0.0,0,600,1314.0,0
1,rent,36,44,married,no,fixed,90,145.0,0.0,0,1000,2275.0,0
1,rent,36,27,single,no,fixed,42,67.0,0.0,0,1000,1350.0,1
1,owner,36,27,married,no,partime,45,127.0,4500.0,1,600,745.0,1
11,owner,48,46,married,no,freelance,75,160.0,10000.0,0,1150,1156.0,0
2,owner,60,43,married,yes,fixed,45,63.0,3000.0,0,1100,1683.0,0
1,owner,36,25,other,no,fixed,45,60.0,2000.0,0,525,800.0,0
11,rent,60,28,single,no,fixed,42,67.0,0.0,0,900,1399.0,0
3,owner,48,30,married,no,fixed,75,88.0,6000.0,1,1200,1796.0,0
1,rent,48,29,married,no,partime,77,170.0,0.0,0,1300,2262.0,1
15,rent,60,39,married,no,freelance,60,145.0,5000.0,0,1300,1625.0,0
1,other,42,24,single,yes,fixed,35,60.0,0.0,0,1200,1616.0,1
8,owner,12,29,married,no,fixed,45,92.0,6000.0,1,350,1492.0,0
10,other,60,55,married,no,fixed,60,195.0,4000.0,0,1800,2150.0,0
3,rent,36,27,married,no,fixed,68,80.0,0.0,0,350,600.0,0
2,owner,36,20,single,no,freelance,35,0.0,18000.0,1,750,1350.0,1
0,other,42,24,single,no,fixed,35,42.0,0.0,0,800,1450.0,0
9,other,36,32,single,no,fixed,35,125.0,0.0,0,1000,1725.0,0
4,rent,48,38,married,no,fixed,90,161.0,5000.0,0,800,1008.0,0
0,parents,24,24,single,no,partime,35,117.0,4000.0,0,1000,1489.0,0
7,owner,18,33,married,no,freelance,60,164.0,4000.0,0,550,1679.0,0
1,parents,60,30,single,no,fixed,35,75.0,0.0,0,1000,1156.0,0
25,other,18,43,married,no,fixed,75,85.0,700.0,0,400,1205.0,0
6,rent,60,34,other,no,fixed,47,120.0,0.0,0,1100,1700.0,0
3,rent,48,35,other,no,fixed,59,240.0,0.0,0,1300,1627.0,0
4,owner,60,24,married,no,freelance,60,250.0,9000.0,1,1250,1300.0,0
0,owner,60,30,married,no,others,60,78.0,3500.0,0,1250,1365.0,1
5,owner,18,28,married,no,fixed,60,102.0,2500.0,1,450,1437.0,0
12,owner,48,49,married,yes,fixed,45,152.0,7500.0,0,1100,2120.0,1
4,other,24,44,married,no,fixed,75,96.0,4000.0,0,580,923.0,0
9,parents,60,31,single,yes,fixed,35,92.0,0.0,0,1000,1161.0,1
2,parents,60,26,married,no,fixed,45,199.0,0.0,0,1500,1698.0,0
0,owner,48,43,married,no,partime,75,71.0,14000.0,0,1100,1660.0,0
13,owner,60,38,single,no,fixed,45,80.0,4000.0,0,1060,1274.0,0
2,other,42,25,married,no,fixed,60,190.0,0.0,0,1100,1729.0,0
8,owner,36,40,married,no,freelance,75,200.0,10000.0,0,700,800.0,0
14,other,12,49,married,no,fixed,90,140.0,3000.0,1,400,1432.0,0
11,rent,48,40,married,no,fixed,59,140.0,0.0,0,1000,1930.0,1
20,owner,36,57,married,no,fixed,90,114.0,5000.0,1,1000,1193.0,1
1,parents,48,28,single,no,fixed,35,140.0,0.0,0,1400,1728.0,0
14,parents,60,28,married,no,fixed,45,140.0,0.0,0,1150,1301.0,0
13,owner,48,54,married,yes,fixed,45,90.0,2500.0,0,1000,1198.0,0
0,owner,36,36,married,no,fixed,75,280.0,9500.0,1,1000,1690.0,0
1,rent,60,26,married,no,partime,61,155.0,0.0,0,1035,1709.0,0
0,owner,60,36,married,yes,freelance,75,120.0,6000.0,0,1650,1861.0,1
10,rent,60,26,married,no,fixed,78,175.0,0.0,0,1000,1314.0,0
28,parents,24,44,married,no,freelance,90,180.0,0.0,0,450,1472.0,0
8,owner,36,30,married,no,fixed,60,50.0,5000.0,1,350,1890.0,0
1,owner,36,24,married,no,fixed,45,113.0,3500.0,0,1200,1702.0,0
1,rent,48,26,single,no,fixed,45,100.0,0.0,0,1400,1968.0,1
0,other,60,27,married,yes,fixed,75,0.0,0.0,0,1600,1786.0,1
1,owner,60,44,married,no,freelance,90,280.0,18000.0,1,1200,1381.0,0
1,other,36,29,single,no,fixed,35,52.0,0.0,0,1000,1152.0,0
8,owner,60,32,married,no,fixed,75,157.0,3500.0,1,1300,1590.0,0
10,owner,24,46,married,no,freelance,90,280.0,6000.0,1,600,1080.0,0
4,rent,48,39,married,no,fixed,90,157.0,0.0,0,1300,1501.0,0
0,parents,60,30,married,no,freelance,60,0.0,0.0,0,1000,1110.0,1
10,owner,60,27,married,no,fixed,45,120.0,5000.0,1,1570,1914.0,1
9,rent,60,37,married,no,fixed,90,162.0,0.0,0,1000,1537.0,0
0,owner,48,26,married,no,freelance,45,0.0,16000.0,1,400,1751.0,1
5,rent,24,29,married,no,freelance,45,120.0,0.0,0,800,1197.0,0
8,owner,36,60,married,no,freelance,45,78.0,11000.0,0,500,670.0,0
0,rent,36,26,married,no,partime,80,195.0,0.0,0,600,785.0,1
2,rent,60,33,single,no,fixed,75,280.0,0.0,0,1450,1457.0,0
0,other,36,52,married,no,freelance,45,0.0,0.0,0,500,1050.0,1
6,rent,24,28,married,no,fixed,62,166.0,0.0,0,500,1150.0,0
20,owner,48,53,married,no,fixed,60,135.0,4000.0,0,1170,1297.0,0
10,owner,60,36,married,no,fixed,75,204.0,5000.0,0,1400,1460.0,0
14,owner,36,34,married,no,fixed,75,155.0,3000.0,1,400,1908.0,0
1,owner,36,30,married,no,fixed,45,120.0,3000.0,1,1750,2245.0,0
3,parents,60,25,single,no,fixed,35,130.0,6000.0,0,625,1083.0,0
2,owner,18,43,married,no,freelance,90,280.0,5000.0,1,700,1073.0,0
25,other,60,50,married,no,fixed,90,230.0,0.0,0,800,860.0,0
36,owner,48,58,married,no,fixed,45,100.0,5500.0,1,700,1291.0,0
11,owner,60,44,married,yes,fixed,60,130.0,3500.0,0,1400,1731.0,0
7,owner,60,23,single,no,fixed,60,145.0,4500.0,0,1100,1150.0,0
0,rent,18,34,married,yes,partime,90,81.0,0.0,0,350,600.0,0
1,owner,60,29,married,no,fixed,60,136.0,7000.0,0,1000,1688.0,0
17,owner,60,32,married,no,fixed,75,200.0,5000.0,1,1550,1721.0,0
2,owner,36,19,single,yes,freelance,35,120.0,9000.0,0,500,1100.0,1
18,rent,42,35,married,no,fixed,76,157.0,0.0,0,800,1687.0,0
0,parents,48,24,single,no,partime,45,76.0,0.0,0,1640,1649.0,0
2,owner,60,25,married,no,freelance,45,200.0,6000.0,1,1600,1866.0,0
1,parents,12,24,single,no,fixed,35,128.0,0.0,0,350,1056.0,0
2,owner,18,37,married,no,fixed,90,90.0,1500.0,0,400,1166.0,0
5,rent,48,30,other,yes,partime,39,41.0,0.0,0,1300,1600.0,1
12,owner,48,35,married,no,fixed,45,125.0,6000.0,0,350,1511.0,0
1,other,36,28,single,no,freelance,35,100.0,0.0,0,1800,2074.0,0
14,owner,60,45,married,no,fixed,90,250.0,18000.0,0,450,911.0,0
3,parents,36,19,single,yes,fixed,35,47.0,0.0,0,500,700.0,1
2,parents,24,30,married,no,partime,45,57.0,0.0,0,500,974.0,0
6,owner,12,36,married,yes,fixed,90,78.0,6000.0,1,350,600.0,1
2,rent,36,29,married,no,fixed,85,100.0,0.0,0,1800,2300.0,1
13,owner,60,28,married,no,fixed,60,102.0,3500.0,0,1175,1375.0,0
0,rent,60,27,married,no,fixed,58,133.0,0.0,0,400,1136.0,0
3,other,48,22,single,no,freelance,60,104.0,5000.0,0,1300,1813.0,0
15,owner,60,40,married,yes,freelance,75,120.0,16000.0,0,1150,1850.0,0
1,parents,48,26,single,no,freelance,35,280.0,0.0,0,1300,1561.0,0
8,rent,60,40,other,no,fixed,70,100.0,0.0,0,1300,1510.0,1
1,owner,60,52,single,no,fixed,35,150.0,6000.0,0,1580,1756.0,1
1,parents,60,24,single,no,partime,35,115.0,0.0,0,1400,1420.0,1
0,owner,48,38,married,no,freelance,90,38.0,2800.0,0,1050,1238.0,1
1,rent,36,25,married,no,partime,67,67.0,0.0,0,775,850.0,1
3,rent,60,38,married,yes,partime,72,123.0,0.0,0,1030,1170.0,1
18,owner,60,36,married,no,fixed,45,85.0,3000.0,0,1500,1856.0,0
0,owner,60,44,other,yes,fixed,60,60.0,4000.0,1,1400,1703.0,1
4,owner,60,33,married,no,partime,90,82.0,3500.0,1,1300,1795.0,1
1,owner,36,36,single,no,fixed,35,280.0,18000.0,0,1800,2433.6000000000004,0
0,parents,36,26,married,no,partime,60,142.0,0.0,0,1000,1426.0,0
10,owner,24,63,married,no,freelance,60,107.0,17000.0,0,800,1472.0,0
2,owner,60,40,married,no,fixed,90,161.0,8000.0,1,1200,1670.0,0
4,other,60,24,single,no,partime,35,63.0,0.0,0,900,1777.0,1
4,owner,24,22,single,no,fixed,35,79.0,4000.0,0,1000,1618.0,0
7,parents,60,40,married,no,fixed,90,93.0,8000.0,0,1300,1588.0,1
11,owner,36,26,married,no,fixed,45,137.0,6000.0,0,1000,1264.0,0
4,other,60,30,married,yes,fixed,60,74.0,1500.0,0,870,875.0,1
15,owner,48,31,married,no,fixed,60,131.0,3000.0,0,770,872.0,0
4,owner,48,22,single,no,fixed,45,113.0,14000.0,0,1300,1410.0,0
1,owner,60,61,married,no,others,45,30.0,6000.0,0,1000,1055.0,1
7,parents,30,33,married,no,fixed,75,154.0,4000.0,1,850,2243.0,0
28,owner,24,45,married,no,fixed,75,164.0,5000.0,0,600,1190.0,0
3,owner,36,35,married,no,fixed,75,84.0,3000.0,1,475,800.0,0
1,owner,60,24,married,no,fixed,45,199.0,6500.0,1,1400,1702.0,1
3,parents,48,26,single,no,fixed,35,120.0,0.0,0,1100,2080.0,0
6,other,60,63,married,no,fixed,45,234.0,0.0,0,610,1027.0,0
5,owner,48,41,married,no,fixed,90,275.0,18000.0,1,1800,2260.0,0
17,owner,48,42,married,no,freelance,75,250.0,7000.0,1,1600,2078.0,0
1,rent,48,37,other,yes,fixed,46,110.0,0.0,0,900,1312.0,1
5,owner,60,44,married,no,freelance,45,65.0,4000.0,0,1400,1847.0,1
2,rent,36,36,married,no,freelance,90,200.0,5000.0,0,800,1158.0,0
0,rent,48,37,married,yes,partime,90,280.0,8000.0,1,1500,2433.6000000000004,1
6,owner,24,39,married,no,fixed,75,58.0,2000.0,0,350,600.0,1
20,owner,60,54,married,no,freelance,75,0.0,10000.0,0,900,1056.0,1
2,owner,48,32,married,no,fixed,75,139.0,2000.0,1,460,1589.0,0
22,owner,48,45,married,no,fixed,45,208.0,11500.0,0,1000,1698.0,0
4,other,12,28,married,no,fixed,45,99.0,0.0,0,350,1000.0,0
1,rent,60,25,married,no,freelance,45,0.0,0.0,0,1000,1310.0,1
15,other,60,30,married,no,fixed,60,140.0,4000.0,1,400,1320.0,0
5,parents,48,25,single,no,fixed,35,78.0,0.0,0,1000,1154.0,1
14,owner,60,37,married,no,fixed,60,79.0,3500.0,0,700,1700.0,0
1,owner,36,36,married,no,partime,45,80.0,500.0,0,950,1566.0,0
12,owner,60,37,married,no,freelance,60,85.0,6000.0,0,1200,1731.0,0
25,rent,42,61,married,no,fixed,57,121.0,0.0,0,750,830.0,0
20,owner,36,41,married,no,freelance,90,250.0,13500.0,0,1800,2200.0,0
1,owner,48,33,married,no,fixed,45,104.0,6500.0,0,1150,1348.0,0
6,owner,48,33,married,no,freelance,45,78.0,3500.0,0,1100,1526.0,0
2,parents,48,34,single,no,fixed,45,157.0,4000.0,0,1450,1769.0,0
1,rent,48,42,married,no,fixed,90,192.0,0.0,0,1350,1819.0,0
16,parents,48,35,other,no,fixed,60,103.0,0.0,0,500,862.0,0
6,parents,60,38,married,no,fixed,45,75.0,0.0,0,1175,1800.0,1
8,rent,60,28,married,no,fixed,53,177.0,0.0,0,1800,2433.6000000000004,1
0,parents,36,21,single,yes,fixed,35,75.0,0.0,0,690,790.0,1
20,owner,18,40,married,no,fixed,75,210.0,3500.0,0,800,1717.0,0
0,owner,24,39,married,no,others,35,0.0,10000.0,0,600,950.0,0
5,owner,60,43,married,no,fixed,75,105.0,5000.0,0,1000,1809.0,0
6,other,36,29,single,no,partime,35,68.0,1500.0,0,500,600.0,1
2,parents,24,19,single,no,partime,35,50.0,18000.0,0,900,1472.0,0
18,rent,60,52,married,no,fixed,58,128.0,0.0,0,800,1235.0,0
1,owner,60,39,married,no,freelance,60,120.0,6000.0,1,850,1104.0,1
0,owner,12,49,other,no,freelance,60,0.0,18000.0,0,1800,2309.0,0
0,owner,60,49,married,no,freelance,60,189.0,3500.0,0,1600,1815.0,1
4,rent,54,27,married,no,fixed,74,139.0,0.0,0,900,1132.0,0
6,owner,60,29,married,no,fixed,60,125.0,5000.0,0,1500,1531.0,0
11,parents,60,37,married,no,fixed,75,100.0,0.0,0,1150,1230.0,0
1,parents,48,25,single,no,partime,35,50.0,0.0,0,1000,1041.0,1
0,owner,30,55,married,no,freelance,60,155.0,6000.0,0,500,635.0,0
1,other,24,27,married,no,partime,60,128.0,4000.0,0,400,1224.0,0
10,owner,36,43,married,no,freelance,60,120.0,4500.0,0,1000,1905.0,1
40,owner,48,60,married,no,freelance,75,183.0,5000.0,0,1200,1308.0,0
0,other,60,32,married,no,fixed,75,160.0,0.0,0,1300,1350.0,1
6,other,36,36,married,no,fixed,60,160.0,0.0,0,550,700.0,0
5,parents,48,22,single,no,fixed,35,75.0,18000.0,0,1300,1495.0,0
